,roc_auc_score,euclidean,canberra,cosine,Parents,Variation_Function,Individual,Generation,Submitted Timestamp,Completed Timestamp,Eval Error,Pareto_Front,pipeline_scores_Euc,pipeline_scores_Canberra,pipeline_scores_cosine,selected_fs,pr_auc,f1_score,precision,recall
"('SequentialPipeline', 'FeatureSetSelector(176)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.003177454058273753)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)'))",0.5699224055002263,0.9214816612567244,9.19127229625926,0.803404546442799,"(('SequentialPipeline', 'FeatureSetSelector(463)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0008864898931895472)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(219)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.003177454058273753)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))","ind_crossover , ind_mutate",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca95f6ec0>,99.0,1764895417.7337978,1764895420.8197525,,,3.0,3.0,3.0,176,0.5505521043187731,0.5560253699788583,0.5525210084033614,0.5595744680851064
"('SequentialPipeline', 'FeatureSetSelector(475)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.006848756987575656)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5920420722046175,0.5507040158762005,7.011934540063615,0.4322783938365415,"(('SequentialPipeline', 'FeatureSetSelector(475)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(140)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca92ebe80>,99.0,1764895417.4887455,1764895421.3259375,,,0.0,0.0,1.0,475,0.5536222854290718,0.577061855670103,0.55975,0.5954787234042553
"('SequentialPipeline', 'FeatureSetSelector(17)', ('SequentialPipeline', 'Passthrough()', 'Passthrough()', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)'))",0.5696130177682209,0.5006787210842657,7.219728233485304,0.2657978133291147,"(('SequentialPipeline', 'FeatureSetSelector(433)', ('SequentialPipeline', 'Passthrough()', 'Passthrough()', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(433)', ('SequentialPipeline', 'Passthrough()', 'Passthrough()', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca8fd0bb0>,99.0,1764895415.0466614,1764895425.698313,,,0.0,1.0,0.0,17,0.5451028272423499,0.5709255533199196,0.5415076335877863,0.6037234042553191
"('SequentialPipeline', 'FeatureSetSelector(454)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.1488519957103332)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5931367417383431,0.81255297750292,9.131736757691618,0.748669284111307,"(('SequentialPipeline', 'FeatureSetSelector(168)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.1488519957103332)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(454)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca8ec5540>,99.0,1764895414.963804,1764895420.460203,,,3.0,3.0,3.0,454,0.5629380360982421,0.6054668601838413,0.5552351375332741,0.6656914893617021
"('SequentialPipeline', 'FeatureSetSelector(374)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5720677484155727,0.7615567363026732,8.274260263751486,0.7353850048404474,"(('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caa867010>,99.0,1764895414.8813546,1764895420.2594988,,,2.0,2.0,3.0,374,0.5527170004481303,0.5514696190852775,0.5466422785471649,0.5563829787234043
"('SequentialPipeline', 'FeatureSetSelector(26)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5564772662969669,0.7763561018397578,8.344855115748357,0.4931001303344321,"(('SequentialPipeline', 'FeatureSetSelector(287)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(287)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca8dab040>,99.0,1764895414.8160496,1764895420.8177762,,,2.0,2.0,1.0,26,0.5350365358455904,0.5437703848662753,0.533674775928297,0.5542553191489362
"('SequentialPipeline', 'FeatureSetSelector(304)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.00014302862140019656)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)'))",0.5653481496152104,0.6191597593216902,8.573032146950531,0.7129416949767114,"(('SequentialPipeline', 'FeatureSetSelector(524)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.00014302862140019656)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(524)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.00014302862140019656)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca8cb5270>,99.0,1764895414.744949,1764895422.988411,,,1.0,2.0,2.0,304,0.5409064628674713,0.5578389556675714,0.5426200653759115,0.573936170212766
"('SequentialPipeline', 'FeatureSetSelector(218)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.575200387618832,0.7838241220187215,8.068015581244024,0.6798816160047734,"(('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(127)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0009061742950523376)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca88943a0>,99.0,1764895414.6795158,1764895420.8153005,,,3.0,2.0,2.0,218,0.5436179223584073,0.5539596784820134,0.5489683990598068,0.5590425531914893
"('SequentialPipeline', 'FeatureSetSelector(397)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.2726827194191015, min_samples_leaf=20, min_samples_split=7, n_estimators=128)'))",0.5637292751244907,0.7026423633561119,8.078539403263292,0.7622973782355532,"(('SequentialPipeline', 'FeatureSetSelector(397)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(397)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca86afc70>,99.0,1764895414.6105895,1764895422.312531,,,2.0,2.0,3.0,397,0.5387918108833479,0.5519917227108122,0.5372608257804632,0.5675531914893617
"('SequentialPipeline', 'FeatureSetSelector(409)', ('SequentialPipeline', 'MaxAbsScaler()', 'SelectPercentile(percentile=59.425684088297665)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)'))",0.5592696072883657,0.4275802907176022,5.13972351385771,0.0687199637031488,"(('SequentialPipeline', 'FeatureSetSelector(409)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.003177454058273753)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(409)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.003177454058273753)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca86afbe0>,99.0,1764895414.5385067,1764895419.0468388,,,0.0,0.0,0.0,409,0.5354128720999982,0.5698098955054766,0.5409992828113794,0.6018617021276595
"('SequentialPipeline', 'FeatureSetSelector(370)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5584416732684472,1.1364544206369156,10.846739961280695,0.9011449716961067,"(('SequentialPipeline', 'FeatureSetSelector(454)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(454)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca86afb80>,99.0,1764895414.4730406,1764895420.641043,,,3.0,3.0,3.0,370,0.5336880519301921,0.5532410402380644,0.5386747291509196,0.5686170212765957
"('SequentialPipeline', 'FeatureSetSelector(99)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.054844337373420086)', 'Passthrough()', 'GaussianNB()'))",0.5301853214124037,0.7761774298316454,9.880629707488977,0.7109509615684251,"(('SequentialPipeline', 'FeatureSetSelector(93)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.054844337373420086)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(188)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)')))","ind_mutate , ind_mutate , ind_crossover",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caa867910>,99.0,1764895414.402988,1764895417.4052017,,,2.0,3.0,2.0,99,0.5278006140575864,0.3971347659503582,0.531431119037004,0.3170212765957447
"('SequentialPipeline', 'FeatureSetSelector(140)', ('SequentialPipeline', 'MinMaxScaler()', 'VarianceThreshold(threshold=0.024500238450803236)', 'Passthrough()', 'BaggingClassifier(bootstrap=False, bootstrap_features=True, max_features=0.7101853581780917, max_samples=0.8746036629537578, n_estimators=99, n_jobs=1)'))",0.5435771630262561,0.7345481873618741,9.7803447523804,0.9285034635331444,"(('SequentialPipeline', 'FeatureSetSelector(105)', ('SequentialPipeline', 'MinMaxScaler()', 'VarianceThreshold(threshold=0.024500238450803236)', 'Passthrough()', 'BaggingClassifier(bootstrap=False, bootstrap_features=True, max_features=0.7101853581780917, max_samples=0.8746036629537578, n_estimators=99, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(140)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154ca7e89420>,99.0,1764895414.1871521,1764895421.3235612,,,2.0,3.0,3.0,140,0.528033787495199,0.5251932817915222,0.5264564404061999,0.523936170212766
